statefip,stateName,stateabbrev,area,MSAname,countyfip,township,county_town_name,county_town_BLSname
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,003,085,Connor unorganized,Connor unorganized
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,029,663,Cooper town,Cooper town
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,007,144,Coplin plantation,Coplin plantation
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,019,386,Corinna town,Corinna town
23,Maine,ME,70750,"Bangor, ME",019,387,Corinth town,Corinth town
23,Maine,ME,76750,"Portland-South Portland, ME",031,721,Cornish town,Cornish town
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,025,532,Cornville town,Cornville town
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,021,480,Cove Point unorganized,Cove Point unorganized
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,003,086,Cox Patent unorganized,Cox Patent unorganized
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,009,198,Cranberry Isles town,Cranberry Isles town
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,029,664,Crawford town,Crawford town
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,003,027,Crystal town,Crystal town
23,Maine,ME,76750,"Portland-South Portland, ME",005,115,Cumberland town,Cumberland town
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,013,272,Cushing town,Cushing town
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,029,665,Cutler town,Cutler town
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,003,028,Cyr plantation,Cyr plantation
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,007,145,Dallas plantation,Dallas plantation
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,015,295,Damariscotta town,Damariscotta town
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,029,666,Danforth town,Danforth town
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,007,167,Davis unorganized,Davis unorganized
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,021,481,Days Academy Grant unorganized,Days Academy Grant unorganized
23,Maine,ME,76750,"Portland-South Portland, ME",031,722,Dayton town,Dayton town
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,025,576,Dead River unorganized,Dead River unorganized
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,029,667,Deblois town,Deblois town
23,Maine,ME,70750,"Bangor, ME",009,199,Dedham town,Dedham town
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,009,200,Deer Isle town,Deer Isle town
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,017,321,Denmark town,Denmark town
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,025,533,Dennistown plantation,Dennistown plantation
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,029,668,Dennysville town,Dennysville town
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,025,534,Detroit town,Detroit town
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,029,699,Devereaux unorganized,Devereaux unorganized
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,019,388,Dexter town,Dexter town
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,017,322,Dixfield town,Dixfield town
23,Maine,ME,70750,"Bangor, ME",019,389,Dixmont town,Dixmont town
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,025,577,Dole Brook unorganized,Dole Brook unorganized
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,021,461,Dover-Foxcroft town,Dover-Foxcroft town
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,015,296,Dresden town,Dresden town
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,019,390,Drew plantation,Drew plantation
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,003,101,Dry Town unorganized,Dry Town unorganized
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,003,087,Dudley unorganized,Dudley unorganized
23,Maine,ME,76750,"Portland-South Portland, ME",001,002,Durham town,Durham town
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,003,029,Dyer Brook town,Dyer Brook town
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,029,700,Dyer unorganized,Dyer unorganized
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,003,030,E plantation,E plantation
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,003,031,Eagle Lake town,Eagle Lake town
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,021,482,Eagle Lake unorganized,Eagle Lake unorganized
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,029,712,East Central Washington unorganized,East Central Washington unorganized
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,009,234,East Hancock unorganized,East Hancock unorganized
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,029,669,East Machias town,East Machias town
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,021,483,East Middlesex Canal Grant unorganized,East Middlesex Canal Grant unorganized
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,019,391,East Millinocket town,East Millinocket town
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,025,578,East Moxie unorganized,East Moxie unorganized
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,009,201,Eastbrook town,Eastbrook town
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,003,032,Easton town,Easton town
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,029,670,Eastport city,Eastport city
23,Maine,ME,70750,"Bangor, ME",019,392,Eddington town,Eddington town
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,015,297,Edgecomb town,Edgecomb town
23,Maine,ME,70750,"Bangor, ME",019,393,Edinburg town,Edinburg town
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,029,701,Edmunds unorganized,Edmunds unorganized
23,Maine,ME,76900,"Portsmouth, NH-ME",031,723,Eliot town,Eliot town
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,021,462,Elliotsville plantation,Elliotsville plantation
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,009,202,Ellsworth city,Ellsworth city
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,025,579,Elm Stream unorganized,Elm Stream unorganized
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,025,535,Embden town,Embden town
23,Maine,ME,70750,"Bangor, ME",019,394,Enfield town,Enfield town
23,Maine,ME,70750,"Bangor, ME",019,395,Etna town,Etna town
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,007,146,Eustis town,Eustis town
23,Maine,ME,70750,"Bangor, ME",019,396,Exeter town,Exeter town
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,025,536,Fairfield town,Fairfield town
23,Maine,ME,76750,"Portland-South Portland, ME",005,116,Falmouth town,Falmouth town
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,011,242,Farmingdale town,Farmingdale town
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,007,147,Farmington town,Farmington town
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,011,243,Fayette town,Fayette town
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,025,580,Flagstaff unorganized,Flagstaff unorganized
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,009,227,Fletchers Landing unorganized,Fletchers Landing unorganized
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,029,703,Forest City unorganized,Forest City unorganized
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,029,702,Forest unorganized,Forest unorganized
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,003,088,Forkstown unorganized,Forkstown unorganized
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,025,581,Forsyth unorganized,Forsyth unorganized
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,003,033,Fort Fairfield town,Fort Fairfield town
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,003,034,Fort Kent town,Fort Kent town
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,029,704,Fowler unorganized,Fowler unorganized
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,027,624,Frankfort town,Frankfort town
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,009,203,Franklin town,Franklin town
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,027,625,Freedom town,Freedom town
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,007,169,Freeman unorganized,Freeman unorganized
23,Maine,ME,76750,"Portland-South Portland, ME",005,117,Freeport town,Freeport town
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,021,484,Frenchtown unorganized,Frenchtown unorganized
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,003,035,Frenchville town,Frenchville town
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,013,273,Friendship town,Friendship town
23,Maine,ME,76750,"Portland-South Portland, ME",005,136,Frye Island,Frye Island
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,017,323,Fryeburg town,Fryeburg town
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,011,244,Gardiner city,Gardiner city
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,003,036,Garfield plantation,Garfield plantation
23,Maine,ME,70750,"Bangor, ME",019,397,Garland town,Garland town
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,023,514,Georgetown town,Georgetown town
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,017,324,Gilead town,Gilead town
23,Maine,ME,70750,"Bangor, ME",019,398,Glenburn town,Glenburn town
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,003,037,Glenwood plantation,Glenwood plantation
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,007,170,Gorham Gore unorganized,Gorham Gore unorganized
23,Maine,ME,76750,"Portland-South Portland, ME",005,118,Gorham town,Gorham town
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,009,204,Gouldsboro town,Gouldsboro town
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,017,357,Grafton unorganized,Grafton unorganized
23,Maine,ME,70750,"Bangor, ME",019,399,Grand Falls Plantation,Grand Falls Plantation
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,003,038,Grand Isle town,Grand Isle town
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,029,671,Grand Lake Stream plantation,Grand Lake Stream plantation
23,Maine,ME,76750,"Portland-South Portland, ME",005,119,Gray town,Gray town
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,009,205,Great Pond plantation,Great Pond plantation
23,Maine,ME,70750,"Bangor, ME",019,400,Greenbush town,Greenbush town
23,Maine,ME,74650,"Lewiston-Auburn, ME",001,003,Greene town,Greene town
23,Maine,ME,70750,"Bangor, ME",019,401,Greenfield town,Greenfield town
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,021,463,Greenville town,Greenville town
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,017,325,Greenwood town,Greenwood town
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,019,439,Grindstone unorganized,Grindstone unorganized
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,003,098,Griswold unorganized,Griswold unorganized
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,003,105,Guerette or Oullette unorganized,Guerette or Oullette unorganized
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,021,464,Guilford town,Guilford town
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,011,245,Hallowell city,Hallowell city
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,003,039,Hamlin plantation,Hamlin plantation
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,003,040,Hammond town,Hammond town
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,025,582,Hammond unorganized,Hammond unorganized
23,Maine,ME,70750,"Bangor, ME",019,402,Hampden town,Hampden town
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,009,206,Hancock town,Hancock town
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,017,326,Hanover town,Hanover town
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,021,486,Harfords Point unorganized,Harfords Point unorganized
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,025,537,Harmony town,Harmony town
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,005,120,Harpswell town,Harpswell town
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,029,672,Harrington town,Harrington town
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,005,121,Harrison town,Harrison town
23,Maine,ME,74650,"Lewiston-Auburn, ME",017,327,Hartford town,Hartford town
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,025,538,Hartland town,Hartland town
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,003,096,Harvey Siding unorganized,Harvey Siding unorganized
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,003,041,Haynesville town,Haynesville town
23,Maine,ME,74650,"Lewiston-Auburn, ME",017,328,Hebron town,Hebron town
23,Maine,ME,70750,"Bangor, ME",019,403,Hermon town,Hermon town
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,003,042,Hersey town,Hersey town
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,019,440,Herseytown unorganized,Herseytown unorganized
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,015,309,Hibberts gore,Hibberts gore
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,025,539,Highland plantation,Highland plantation
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,017,329,Hiram town,Hiram town
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,025,583,Hobbstown unorganized,Hobbstown unorganized
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,003,043,Hodgdon town,Hodgdon town
23,Maine,ME,70750,"Bangor, ME",019,404,Holden town,Holden town
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,025,584,Holeb unorganized,Holeb unorganized
23,Maine,ME,76750,"Portland-South Portland, ME",031,724,Hollis town,Hollis town
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,013,274,Hope town,Hope town
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,019,441,Hopkins Academy Grant unorganized,Hopkins Academy Grant unorganized
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,003,044,Houlton town,Houlton town
23,Maine,ME,70750,"Bangor, ME",019,405,Howland town,Howland town
23,Maine,ME,70750,"Bangor, ME",019,406,Hudson town,Hudson town
